,Brand,Model,Year,Fuel,Horse Power,Engine Cylinders,Number of Doors,Market Categories,Vehicle Size,Vehicle Style,Miles Per Gallon (MPG),Retail Price
352,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,2.0,High-Performance,Compact,Convertible,18,49400
353,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,2.0,High-Performance,Compact,Coupe,18,37070
354,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,2.0,High-Performance,Compact,Convertible,18,41820
355,Nissan,370Z,2017,premium unleaded (required),350.0,6.0,2.0,"Factory Tuner,High-Performance",Compact,Coupe,19,46790
356,Nissan,370Z,2017,premium unleaded (required),350.0,6.0,2.0,"Factory Tuner,High-Performance",Compact,Coupe,19,43290
357,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,2.0,High-Performance,Compact,Coupe,19,31290
358,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,25,25045
359,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,28,26095
360,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,23795
361,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,19595
362,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,18445
363,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,25,23845
364,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,27,25395
365,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,28,24895
366,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,26,25545
367,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,30,24295
368,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,19495
369,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,29,20095
370,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,30,19995
371,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,30,21145
372,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,29,23245
373,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,16945
374,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,26,24345
375,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,20645
376,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,29,18945
377,Mazda,3,2015,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,27,26595
378,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,22745
379,Mazda,3,2015,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,17995
380,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,22545
381,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,21095
382,Mazda,3,2016,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,27,25495
383,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,29,20745
384,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,30,24295
385,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,23595
386,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,30,21795
387,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,17845
388,Mazda,3,2016,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,27,26495
389,Mazda,3,2016,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,25,24745
390,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,30,18895
391,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,30,19595
392,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,29,23245
393,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,29,18545
394,Mazda,3,2016,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,28,25795
395,Mazda,3,2016,regular unleaded,155.0,4.0,4.0,,Compact,Sedan,29,20045
396,Mazda,3,2016,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,26,25445
397,Mazda,3,2016,regular unleaded,184.0,4.0,4.0,Performance,Compact,Sedan,28,24795
398,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,,Midsize,Sedan,28,21495
399,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,,Midsize,Sedan,27,17845
400,Mazda,3,2017,regular unleaded,184.0,4.0,4.0,Performance,Midsize,Sedan,25,23145
401,Mazda,3,2017,regular unleaded,184.0,4.0,4.0,Performance,Midsize,Sedan,27,24195
402,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,28,20145
403,Mazda,3,2017,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,26,24945
404,Mazda,3,2017,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,23895
405,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,27,19095
406,Mazda,3,2017,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,26,23445
407,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,,Midsize,Sedan,28,18895
408,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,Hatchback,Compact,4dr Hatchback,28,22245
409,Mazda,3,2017,regular unleaded,184.0,4.0,4.0,"Hatchback,Performance",Compact,4dr Hatchback,25,22395
410,Mazda,3,2017,regular unleaded,155.0,4.0,4.0,,Midsize,Sedan,27,20445
411,BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,4.0,Luxury,Midsize,Sedan,22,42300
412,BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,4.0,Luxury,Midsize,Sedan,23,40300
413,BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,4.0,Luxury,Midsize,Sedan,23,40300
414,BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,4.0,Luxury,Midsize,Sedan,22,42300
415,BMW,4 Series Gran Coupe,2015,premium unleaded (required),300.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,21,45800
416,BMW,4 Series Gran Coupe,2015,premium unleaded (required),300.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,47800
417,BMW,4 Series Gran Coupe,2016,premium unleaded (required),240.0,4.0,4.0,Luxury,Midsize,Sedan,22,43650
418,BMW,4 Series Gran Coupe,2016,premium unleaded (required),300.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,49950
419,BMW,4 Series Gran Coupe,2016,premium unleaded (required),300.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,47950
420,BMW,4 Series Gran Coupe,2016,premium unleaded (required),240.0,4.0,4.0,Luxury,Midsize,Sedan,23,41650
421,BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320.0,6.0,4.0,"Luxury,High-Performance",Midsize,Sedan,21,48300
422,BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,21,50300
423,BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248.0,4.0,4.0,Luxury,Midsize,Sedan,23,43950
424,BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,23,41950
425,BMW,4 Series,2015,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Convertible,20,56900
426,BMW,4 Series,2015,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Coupe,21,46250
427,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Convertible,21,50750
428,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Coupe,22,42750
429,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Convertible,23,48750
430,BMW,4 Series,2015,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Coupe,20,48250
431,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Coupe,22,42750
432,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Convertible,21,50750
433,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,"Luxury,Performance",Midsize,Coupe,23,40750
434,BMW,4 Series,2015,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Convertible,20,54900
435,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Convertible,23,48750
436,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,2.0,"Luxury,Performance",Midsize,Coupe,23,40750
437,BMW,4 Series,2016,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Convertible,21,52000
438,BMW,4 Series,2016,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Convertible,23,50000
439,BMW,4 Series,2016,premium unleaded (required),240.0,4.0,2.0,"Luxury,Performance",Midsize,Coupe,22,41850
440,BMW,4 Series,2016,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Coupe,20,50150
441,BMW,4 Series,2016,premium unleaded (required),240.0,4.0,2.0,"Luxury,Performance",Midsize,Coupe,23,41850
442,BMW,4 Series,2016,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Convertible,20,58950
443,BMW,4 Series,2016,premium unleaded (required),240.0,4.0,2.0,Luxury,Midsize,Coupe,22,43850
444,BMW,4 Series,2016,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Coupe,20,48150
445,BMW,4 Series,2016,premium unleaded (required),300.0,6.0,2.0,"Luxury,Performance",Midsize,Convertible,20,56950
446,BMW,4 Series,2017,premium unleaded (recommended),248.0,4.0,2.0,Luxury,Midsize,Convertible,23,50300
447,BMW,4 Series,2017,premium unleaded (recommended),248.0,4.0,2.0,Luxury,Midsize,Convertible,22,52300
448,BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,2.0,"Luxury,Performance",Midsize,Coupe,21,50500
449,BMW,4 Series,2017,premium unleaded (recommended),248.0,4.0,2.0,"Luxury,Performance",Midsize,Coupe,23,44150
450,BMW,4 Series,2017,premium unleaded (recommended),248.0,4.0,2.0,"Luxury,Performance",Midsize,Coupe,23,42150
451,BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,2.0,"Luxury,Performance",Midsize,Convertible,20,59300
452,BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,2.0,"Luxury,Performance",Midsize,Convertible,21,57300
453,BMW,4 Series,2017,premium unleaded (recommended),320.0,6.0,2.0,"Luxury,Performance",Midsize,Coupe,21,48500
460,Ferrari,456M,2001,premium unleaded (required),442.0,12.0,2.0,"Exotic,High-Performance",Compact,Coupe,9,223970
461,Ferrari,456M,2001,premium unleaded (required),442.0,12.0,2.0,"Exotic,High-Performance",Compact,Coupe,9,219775
462,Ferrari,456M,2002,premium unleaded (required),442.0,12.0,2.0,"Exotic,High-Performance",Compact,Coupe,9,228625
463,Ferrari,456M,2002,premium unleaded (required),442.0,12.0,2.0,"Exotic,High-Performance",Compact,Coupe,9,224585
464,Ferrari,456M,2003,premium unleaded (required),442.0,12.0,2.0,"Exotic,High-Performance",Compact,Coupe,9,228625
465,Ferrari,456M,2003,premium unleaded (required),442.0,12.0,2.0,"Exotic,High-Performance",Compact,Coupe,9,224585
466,Ferrari,458 Italia,2013,premium unleaded (required),562.0,8.0,2.0,"Exotic,High-Performance",Compact,Convertible,13,257412
467,Ferrari,458 Italia,2013,premium unleaded (required),562.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,13,233509
468,Ferrari,458 Italia,2014,premium unleaded (required),562.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,13,233509
469,Ferrari,458 Italia,2014,premium unleaded (required),597.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,13,288000
470,Ferrari,458 Italia,2014,premium unleaded (required),562.0,8.0,2.0,"Exotic,High-Performance",Compact,Convertible,13,257412
471,Ferrari,458 Italia,2015,premium unleaded (required),562.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,13,239340
472,Ferrari,458 Italia,2015,premium unleaded (required),562.0,8.0,2.0,"Exotic,High-Performance",Compact,Convertible,13,263553
473,Ferrari,458 Italia,2015,premium unleaded (required),597.0,8.0,2.0,"Exotic,High-Performance",Compact,Coupe,13,291744
474,Alfa Romeo,4C,2015,premium unleaded (required),237.0,4.0,2.0,"Luxury,High-Performance",Compact,Convertible,24,63900
475,Alfa Romeo,4C,2015,premium unleaded (required),237.0,4.0,2.0,"Luxury,High-Performance",Compact,Coupe,24,68400
476,Alfa Romeo,4C,2015,premium unleaded (required),237.0,4.0,2.0,"Luxury,High-Performance",Compact,Coupe,24,53900
477,Alfa Romeo,4C,2016,premium unleaded (required),237.0,4.0,2.0,"Luxury,High-Performance",Compact,Coupe,24,55900
478,Alfa Romeo,4C,2016,premium unleaded (required),237.0,4.0,2.0,"Luxury,High-Performance",Compact,Convertible,24,65900
479,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,41365
480,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,35740
481,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,37615
482,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,34695
483,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,35725
484,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,43400
485,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,32820
486,Toyota,4Runner,2014,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,38645
487,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,37825
488,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,43620
489,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,36115
490,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,35950
491,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,33210
492,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,38855
493,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,41585
494,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,35085
495,Toyota,4Runner,2015,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,41310
496,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,36690
497,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,44360
498,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,39595
499,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,41850
500,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,42325
501,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,35885
502,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,38565
503,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,36915
504,Toyota,4Runner,2016,regular unleaded,270.0,6.0,4.0,,Midsize,4dr SUV,17,34010
505,BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,4.0,"Hatchback,Luxury",Large,4dr Hatchback,19,60700
506,BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,16,71400
507,BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,4.0,"Hatchback,Luxury",Large,4dr Hatchback,18,63000
508,BMW,5 Series Gran Turismo,2015,premium unleaded (required),445.0,8.0,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,16,69100
509,BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,4.0,"Hatchback,Luxury",Large,4dr Hatchback,18,63200
510,BMW,5 Series Gran Turismo,2016,premium unleaded (required),445.0,8.0,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,16,72500
511,BMW,5 Series Gran Turismo,2016,premium unleaded (required),300.0,6.0,4.0,"Hatchback,Luxury",Large,4dr Hatchback,19,60900
512,BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,4.0,"Hatchback,Luxury",Large,4dr Hatchback,18,63200
513,BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,19,60900
514,BMW,5 Series Gran Turismo,2017,premium unleaded (required),445.0,8.0,4.0,"Hatchback,Luxury,Performance",Large,4dr Hatchback,15,72500
515,BMW,5 Series,2015,premium unleaded (required),443.0,8.0,4.0,"Luxury,High-Performance",Large,Sedan,16,67200
516,BMW,5 Series,2015,premium unleaded (required),302.0,6.0,4.0,"Luxury,Performance",Large,Sedan,20,57900
517,BMW,5 Series,2015,diesel,255.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,26,57100
518,BMW,5 Series,2015,premium unleaded (required),241.0,4.0,4.0,Luxury,Large,Sedan,22,52250
519,BMW,5 Series,2015,diesel,255.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,26,59400
520,BMW,5 Series,2015,premium unleaded (required),443.0,8.0,4.0,"Luxury,High-Performance",Large,Sedan,17,64900
521,BMW,5 Series,2015,premium unleaded (required),241.0,4.0,4.0,Luxury,Large,Sedan,23,49950
522,BMW,5 Series,2015,premium unleaded (required),302.0,6.0,4.0,"Luxury,Performance",Large,Sedan,20,55600
523,BMW,5 Series,2016,diesel,255.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,26,57350
524,BMW,5 Series,2016,premium unleaded (required),302.0,6.0,4.0,"Luxury,Performance",Large,Sedan,20,58150
525,BMW,5 Series,2016,premium unleaded (required),302.0,6.0,4.0,"Luxury,Performance",Large,Sedan,20,55850
526,BMW,5 Series,2016,premium unleaded (required),240.0,4.0,4.0,Luxury,Large,Sedan,22,52500
527,BMW,5 Series,2016,premium unleaded (required),240.0,4.0,4.0,Luxury,Large,Sedan,23,50200
528,BMW,5 Series,2016,premium unleaded (required),443.0,8.0,4.0,"Luxury,High-Performance",Large,Sedan,16,68600
529,BMW,5 Series,2016,premium unleaded (required),443.0,8.0,4.0,"Luxury,High-Performance",Large,Sedan,17,66300
530,BMW,5 Series,2016,diesel,255.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,26,59650
539,FIAT,500e,2015,electric,,0.0,2.0,Hatchback,Compact,2dr Hatchback,122,31800
540,FIAT,500e,2016,electric,,0.0,2.0,Hatchback,Compact,2dr Hatchback,121,31800
541,FIAT,500e,2017,electric,,0.0,2.0,Hatchback,Compact,2dr Hatchback,121,31800
542,FIAT,500,2015,premium unleaded (recommended),160.0,4.0,2.0,"Factory Tuner,Performance",Compact,Convertible,28,26595
543,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,18700
544,FIAT,500,2015,premium unleaded (recommended),135.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,28,19700
545,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,28,22800
546,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,28,24700
547,FIAT,500,2015,premium unleaded (recommended),160.0,4.0,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,28,22495
548,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,17495
549,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,28,20345
550,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,17700
551,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,20400
552,FIAT,500,2015,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,16845
553,FIAT,500,2016,premium unleaded (recommended),160.0,4.0,2.0,"Factory Tuner,Performance",Compact,Convertible,28,26695
554,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,21295
555,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,20395
556,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,17745
557,FIAT,500,2016,premium unleaded (recommended),160.0,4.0,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,28,22575
558,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,31,24495
559,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,16995
560,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,31,20395
561,FIAT,500,2016,premium unleaded (recommended),135.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,28,19700
562,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,31,17900
563,FIAT,500,2016,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,31,21395
564,FIAT,500,2017,premium unleaded (recommended),160.0,4.0,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,28,19995
565,FIAT,500,2017,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,27,19390
566,FIAT,500,2017,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,27,17485
567,FIAT,500,2017,premium unleaded (recommended),101.0,4.0,2.0,,Compact,Convertible,27,20885
568,FIAT,500,2017,premium unleaded (recommended),160.0,4.0,2.0,"Factory Tuner,Performance",Compact,Convertible,28,21490
569,FIAT,500,2017,premium unleaded (recommended),101.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,27,15990
570,FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,4.0,,Compact,Wagon,25,19345
571,FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,4.0,,Compact,Wagon,25,23095
572,FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,4.0,,Compact,Wagon,22,24695
573,FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,4.0,,Compact,Wagon,25,21695
