,Rooms,Type,Method,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price class
214,3,h,S,6.2,3039.0,3.0,1.0,2.0,619.0,1965.0,-37.76996,144.93466,Western Metropolitan,6232.0,1
215,3,h,SP,11.1,3025.0,3.0,1.0,1.0,557.0,,-37.8441,144.8505,Western Metropolitan,5132.0,0
216,4,h,S,7.8,3124.0,4.0,1.0,4.0,772.0,1920.0,-37.8441,145.0806,Southern Metropolitan,8920.0,1
217,3,h,S,11.2,3073.0,3.0,2.0,1.0,527.0,1950.0,-37.7238,144.9964,Northern Metropolitan,21650.0,0
218,3,t,SP,6.2,3015.0,3.0,2.0,2.0,211.0,,-37.83712,144.86686,Western Metropolitan,5498.0,0
219,1,u,S,8.4,3015.0,1.0,1.0,1.0,0.0,2005.0,-37.8413,144.8741,Western Metropolitan,5498.0,0
220,2,h,S,11.4,3163.0,2.0,1.0,2.0,543.0,,-37.898,145.0528,Southern Metropolitan,7822.0,0
221,7,h,PI,9.8,3040.0,5.0,2.0,2.0,614.0,1970.0,-37.75,144.8858,Western Metropolitan,588.0,1
222,2,t,S,11.2,3073.0,2.0,1.0,1.0,0.0,2016.0,-37.7091,145.0255,Northern Metropolitan,21650.0,0
223,3,t,S,7.5,3102.0,3.0,2.0,2.0,284.0,1990.0,-37.7966,145.048,Southern Metropolitan,2671.0,1
224,3,h,S,7.7,3015.0,3.0,1.0,1.0,435.0,,-37.8279,144.873,Western Metropolitan,1223.0,0
225,4,h,S,8.4,3015.0,4.0,1.0,4.0,837.0,1930.0,-37.837,144.8772,Western Metropolitan,5498.0,1
226,3,t,SP,7.7,3124.0,3.0,2.0,2.0,186.0,2014.0,-37.84143,145.08705,Southern Metropolitan,8920.0,1
227,3,h,S,8.4,3072.0,3.0,1.0,2.0,581.0,,-37.73972,145.0111,Northern Metropolitan,14577.0,0
228,4,h,S,10.5,3020.0,4.0,2.0,3.0,600.0,1975.0,-37.76482,144.83375,Western Metropolitan,4217.0,0
229,3,t,S,6.3,3143.0,3.0,1.0,2.0,103.0,2000.0,-37.8542,145.0135,Southern Metropolitan,4836.0,1
230,2,u,S,8.1,3161.0,2.0,1.0,1.0,1092.0,2014.0,-37.8647,145.0232,Southern Metropolitan,6923.0,0
231,1,u,PI,13.9,3165.0,1.0,1.0,1.0,0.0,1970.0,-37.9205,145.0528,Southern Metropolitan,10969.0,0
232,5,h,PI,12.6,3020.0,4.0,2.0,2.0,690.0,,-37.7933,144.8408,Western Metropolitan,3755.0,0
233,2,u,SP,2.4,3121.0,2.0,2.0,2.0,2044.0,,-37.817,144.99553999999995,Northern Metropolitan,14949.0,0
234,3,h,PI,1.8,3051.0,3.0,1.0,1.0,170.0,1990.0,-37.79074,144.94324,Northern Metropolitan,6821.0,1
235,2,h,S,3.4,3068.0,2.0,1.0,0.0,158.0,1890.0,-37.7925,144.9995,Northern Metropolitan,2954.0,1
236,3,h,S,12.0,3073.0,3.0,1.0,2.0,653.0,1950.0,-37.71142,145.00377,Northern Metropolitan,21650.0,0
237,2,u,PI,4.2,3031.0,2.0,1.0,1.0,0.0,2000.0,-37.7897,144.9228,Northern Metropolitan,5263.0,0
238,3,h,S,7.2,3184.0,3.0,1.0,2.0,1730.0,2001.0,-37.8797,144.99088999999995,Southern Metropolitan,8989.0,1
239,3,t,PI,14.6,3189.0,3.0,2.0,1.0,164.0,2010.0,-37.9378,145.0385,Southern Metropolitan,2555.0,0
240,2,h,S,5.3,3122.0,2.0,1.0,1.0,264.0,1910.0,-37.8285,145.04022,Southern Metropolitan,11308.0,1
241,3,h,S,3.2,3054.0,3.0,1.0,0.0,167.0,,-37.7875,144.9749,Northern Metropolitan,3106.0,1
242,2,u,S,17.3,3193.0,2.0,1.0,1.0,0.0,1960.0,-37.97853,145.0175,Southern Metropolitan,2866.0,0
243,2,u,S,5.6,3101.0,2.0,1.0,2.0,0.0,,-37.8066,145.0211,Southern Metropolitan,10331.0,0
244,3,h,S,11.2,3073.0,3.0,1.0,6.0,807.0,1975.0,-37.704,144.9864,Northern Metropolitan,21650.0,0
245,3,h,PI,18.8,3170.0,3.0,1.0,1.0,744.0,1960.0,-37.93168,145.16126,South-Eastern Metropolitan,7113.0,2
246,3,h,S,9.3,3162.0,3.0,2.0,1.0,358.0,1930.0,-37.8965,145.0269,Southern Metropolitan,,1
247,4,h,S,11.7,3033.0,4.0,2.0,2.0,612.0,1961.0,-37.74375,144.87487,Western Metropolitan,5629.0,1
248,3,h,PI,11.2,3145.0,3.0,2.0,2.0,700.0,1920.0,-37.8807,145.0547,Southern Metropolitan,8801.0,1
249,3,h,S,5.5,3070.0,3.0,1.0,1.0,335.0,,-37.7816,145.0141,Northern Metropolitan,11364.0,1
250,4,h,S,14.9,3087.0,4.0,2.0,2.0,585.0,1950.0,-37.7154,145.0777,Northern Metropolitan,2329.0,0
251,3,h,S,11.0,3147.0,3.0,2.0,3.0,724.0,1940.0,-37.8619,145.0879,Southern Metropolitan,3052.0,1
252,3,h,PI,4.6,3181.0,3.0,2.0,0.0,362.0,1895.0,-37.85327,144.99947,Southern Metropolitan,4380.0,1
253,2,u,VB,1.8,3051.0,2.0,3.0,1.0,1223.0,,-37.8006,144.95418999999995,Northern Metropolitan,6821.0,0
254,2,u,S,4.4,3031.0,2.0,2.0,1.0,0.0,2009.0,-37.784,144.9356,Northern Metropolitan,3593.0,0
255,2,t,S,2.1,3205.0,2.0,1.0,1.0,327.0,2004.0,-37.8351,144.964,Southern Metropolitan,5943.0,1
256,2,u,PI,13.0,3046.0,2.0,1.0,1.0,1996.0,,-37.702,144.9154,Northern Metropolitan,8870.0,0
257,3,h,S,10.5,3034.0,3.0,1.0,1.0,581.0,1960.0,-37.7691,144.8575,Western Metropolitan,4502.0,0
258,3,h,S,3.8,3207.0,3.0,2.0,0.0,250.0,1863.0,-37.8381,144.9391,Southern Metropolitan,8648.0,2
259,3,h,SP,5.1,3011.0,3.0,1.0,0.0,198.0,1910.0,-37.80779,144.88887,Western Metropolitan,2417.0,1
260,4,h,PI,11.2,3042.0,4.0,3.0,3.0,0.0,1950.0,-37.7386,144.8902,Western Metropolitan,2291.0,1
261,3,t,PI,7.8,3058.0,3.0,2.0,2.0,531.0,2016.0,-37.7424,144.9571,Northern Metropolitan,11204.0,0
262,5,h,PI,11.7,3125.0,5.0,2.0,1.0,824.0,1950.0,-37.8535,145.1139,Southern Metropolitan,5678.0,1
263,3,h,S,11.4,3163.0,3.0,2.0,2.0,721.0,,-37.8909,145.0648,Southern Metropolitan,7822.0,1
264,3,h,S,9.4,3025.0,3.0,1.0,2.0,667.0,,-37.82872,144.84558,Western Metropolitan,5132.0,0
265,4,h,S,7.9,3103.0,4.0,3.0,2.0,848.0,1926.0,-37.81462,145.08776,Southern Metropolitan,5682.0,2
266,2,h,VB,11.4,3163.0,1.0,2.0,2.0,265.0,1920.0,-37.8881,145.0537,Southern Metropolitan,7822.0,1
267,3,h,S,11.2,3145.0,3.0,2.0,1.0,400.0,1930.0,-37.8718,145.0404,Southern Metropolitan,8801.0,1
268,3,h,S,8.7,3032.0,3.0,2.0,2.0,1396.0,1955.0,-37.7833,144.888,Western Metropolitan,4918.0,0
269,2,h,SP,1.8,3051.0,2.0,1.0,0.0,114.0,1910.0,-37.80248,144.94846,Northern Metropolitan,6821.0,1
270,3,h,S,12.6,3020.0,3.0,2.0,1.0,286.0,,-37.7896,144.8369,Western Metropolitan,3755.0,0
271,3,h,S,10.2,3127.0,3.0,1.0,2.0,438.0,1906.0,-37.83015,145.09035,Southern Metropolitan,5457.0,1
272,4,h,S,8.8,3072.0,4.0,3.0,2.0,836.0,1941.0,-37.7379,144.9903,Northern Metropolitan,14577.0,1
273,3,h,S,6.2,3015.0,3.0,1.0,2.0,478.0,,-37.82815,144.87395,Western Metropolitan,1223.0,0
274,2,u,S,4.6,3122.0,2.0,1.0,1.0,0.0,2004.0,-37.8258,145.0446,Southern Metropolitan,11308.0,0
275,3,t,S,13.9,3165.0,3.0,2.0,1.0,300.0,,-37.9189,145.0584,Southern Metropolitan,10969.0,0
276,2,h,S,4.2,3031.0,2.0,1.0,0.0,179.0,1900.0,-37.7963,144.9327,Northern Metropolitan,5263.0,0
277,5,h,VB,11.5,3046.0,5.0,2.0,2.0,568.0,1995.0,-37.7129,144.9253,Northern Metropolitan,2651.0,0
278,4,t,S,9.2,3104.0,4.0,3.0,1.0,362.0,2014.0,-37.7987,145.0788,Southern Metropolitan,7809.0,1
279,2,u,PI,8.0,3040.0,2.0,1.0,1.0,0.0,2012.0,-37.7504,144.8957,Western Metropolitan,9264.0,0
280,3,h,S,14.9,3087.0,3.0,2.0,1.0,308.0,2015.0,-37.7078,145.0807,Northern Metropolitan,2329.0,0
281,3,h,PI,5.9,3032.0,3.0,2.0,2.0,440.0,1955.0,-37.7746,144.9031,Western Metropolitan,6567.0,0
282,3,h,VB,4.6,3142.0,3.0,2.0,1.0,268.0,1900.0,-37.8369,145.0072,Southern Metropolitan,7217.0,1
283,3,h,S,11.7,3033.0,3.0,1.0,1.0,597.0,,-37.73305,144.86526,Western Metropolitan,5629.0,0
284,3,h,S,8.4,3015.0,3.0,2.0,2.0,575.0,,-37.8468,144.8912,Western Metropolitan,5498.0,1
285,3,h,SP,5.1,3011.0,3.0,1.0,1.0,252.0,,-37.80552,144.88889,Western Metropolitan,2417.0,0
286,3,t,S,13.9,3165.0,3.0,2.0,2.0,297.0,,-37.9135,145.0774,Southern Metropolitan,10969.0,1
287,4,h,PI,11.8,3105.0,4.0,3.0,2.0,411.0,1970.0,-37.7698,145.083,Eastern Metropolitan,4480.0,1
288,3,h,S,23.0,3136.0,3.0,1.0,2.0,973.0,,-37.78964000000001,145.2829,Eastern Metropolitan,11925.0,0
289,2,u,PI,6.1,3182.0,2.0,1.0,1.0,0.0,,-37.8568,144.9873,Southern Metropolitan,13240.0,0
290,2,h,S,2.3,3051.0,2.0,2.0,1.0,584.0,2008.0,-37.8016,144.9508,Northern Metropolitan,6821.0,0
291,3,h,S,24.8,3156.0,3.0,2.0,1.0,626.0,1995.0,-37.89555,145.27625,Eastern Metropolitan,10788.0,0
292,4,h,S,5.6,3101.0,4.0,3.0,2.0,641.0,2010.0,-37.7982,145.0281,Southern Metropolitan,10331.0,1
293,2,h,S,7.8,3058.0,2.0,1.0,1.0,545.0,1940.0,-37.7445,144.9471,Northern Metropolitan,11204.0,0
294,1,u,S,2.6,3121.0,1.0,1.0,1.0,502.0,1950.0,-37.8214,144.9997,Northern Metropolitan,14949.0,0
295,2,u,PI,6.5,3071.0,2.0,1.0,1.0,1054.0,,-37.7622,144.9953,Northern Metropolitan,8870.0,0
296,3,h,S,14.5,3087.0,3.0,1.0,2.0,527.0,,-37.70039000000001,145.08957,Northern Metropolitan,1442.0,0
297,3,t,S,6.4,3012.0,3.0,2.0,2.0,262.0,2004.0,-37.78284,144.88098,Western Metropolitan,3873.0,0
298,4,h,S,12.6,3020.0,4.0,1.0,5.0,650.0,,-37.7867,144.8437,Western Metropolitan,3755.0,0
299,2,u,S,9.7,3103.0,2.0,1.0,2.0,231.0,1985.0,-37.8123,145.0821,Southern Metropolitan,5682.0,0
300,5,h,S,26.1,3099.0,5.0,2.0,2.0,1034.0,1985.0,-37.63826,145.1991,Northern Victoria,1345.0,0
301,2,u,VB,11.8,3127.0,2.0,1.0,1.0,0.0,2005.0,-37.8161,145.1098,Eastern Metropolitan,2079.0,0
302,3,h,S,8.4,3015.0,2.0,1.0,5.0,571.0,1920.0,-37.8417,144.8896,Western Metropolitan,5498.0,1
303,4,h,VB,5.2,3056.0,4.0,3.0,2.0,0.0,2012.0,-37.775,144.9513,Northern Metropolitan,11918.0,1
304,3,h,S,4.6,3142.0,3.0,1.0,0.0,889.0,1943.0,-37.8328,145.0065,Southern Metropolitan,7217.0,1
305,3,h,S,25.5,3750.0,3.0,2.0,1.0,213.0,2015.0,-37.60983,145.03874,Northern Metropolitan,2940.0,0
306,2,t,S,2.6,3121.0,2.0,1.0,1.0,126.0,1995.0,-37.814,145.006,Northern Metropolitan,14949.0,0
307,2,t,SP,12.6,3020.0,2.0,2.0,2.0,204.0,2008.0,-37.7982,144.82299999999995,Western Metropolitan,3755.0,0
308,2,h,S,6.7,3058.0,2.0,1.0,2.0,378.0,1920.0,-37.74011,144.95266999999996,Northern Metropolitan,11204.0,0
309,1,u,SP,7.9,3079.0,1.0,1.0,0.0,75.0,1970.0,-37.7759,145.043,Eastern Metropolitan,5549.0,0
310,3,h,VB,2.5,3121.0,3.0,2.0,2.0,263.0,2016.0,-37.8266,144.9894,Northern Metropolitan,1123.0,1
311,2,u,VB,3.8,3207.0,2.0,2.0,2.0,0.0,2010.0,-37.8431,144.9403,Southern Metropolitan,8648.0,0
312,3,h,VB,5.2,3055.0,3.0,2.0,2.0,445.0,1925.0,-37.76645,144.94133,Northern Metropolitan,7082.0,2
313,3,t,PI,6.9,3039.0,3.0,3.0,2.0,256.0,,-37.7685,144.9294,Western Metropolitan,6232.0,1
314,1,u,PI,6.5,3071.0,1.0,1.0,1.0,0.0,,-37.7542,145.0098,Northern Metropolitan,8870.0,0
315,3,t,S,3.4,3031.0,3.0,2.0,2.0,459.0,2003.0,-37.78273,144.92358000000004,Northern Metropolitan,3593.0,0
316,3,h,S,8.0,3040.0,3.0,1.0,2.0,605.0,,-37.7541,144.9265,Western Metropolitan,9264.0,1
317,3,h,S,3.8,3207.0,3.0,2.0,1.0,0.0,1990.0,-37.8359,144.9342,Southern Metropolitan,8648.0,1
318,3,h,S,5.8,3078.0,1.0,1.0,1.0,453.0,,-37.7772,145.0232,Northern Metropolitan,2970.0,1
319,3,h,SA,16.0,3190.0,3.0,1.0,1.0,635.0,,-37.94654,145.04863,Southern Metropolitan,4794.0,1
320,3,u,S,17.2,3132.0,3.0,2.0,2.0,309.0,2005.0,-37.82653,145.20261000000005,Eastern Metropolitan,6871.0,0
321,3,u,VB,4.6,3122.0,3.0,2.0,1.0,0.0,2010.0,-37.8235,145.029,Southern Metropolitan,11308.0,1
322,3,h,S,11.0,3147.0,3.0,1.0,1.0,605.0,1950.0,-37.8703,145.0774,Southern Metropolitan,3052.0,1
323,3,h,S,12.4,3060.0,3.0,1.0,4.0,528.0,1965.0,-37.6989,144.9779,Northern Metropolitan,5070.0,0
324,4,h,S,9.0,3126.0,4.0,1.0,1.0,717.0,1890.0,-37.8266,145.0849,Southern Metropolitan,3265.0,2
325,3,h,S,14.0,3047.0,3.0,1.0,1.0,650.0,,-37.67506,144.93793,Northern Metropolitan,2246.0,0
326,2,h,S,5.4,3101.0,2.0,1.0,0.0,284.0,1920.0,-37.81202,145.04217,Southern Metropolitan,10331.0,1
327,3,h,S,5.9,3032.0,3.0,2.0,2.0,416.0,1900.0,-37.7727,144.9055,Western Metropolitan,6567.0,1
328,3,h,S,5.7,3078.0,3.0,2.0,1.0,292.0,1930.0,-37.77788,145.01963999999995,Northern Metropolitan,2970.0,1
329,2,u,VB,1.8,3052.0,2.0,2.0,1.0,2431.0,,-37.78212,144.95755,Northern Metropolitan,2309.0,0
330,3,h,S,11.2,3042.0,3.0,2.0,1.0,0.0,2009.0,-37.7473,144.8897,Western Metropolitan,2291.0,1
331,3,h,PI,13.6,3148.0,4.0,2.0,2.0,515.0,,-37.8837,145.106,Southern Metropolitan,3582.0,0
332,2,h,S,4.5,3181.0,3.0,1.0,1.0,126.0,,-37.8518,145.0061,Southern Metropolitan,7717.0,1
333,3,h,S,8.0,3040.0,3.0,3.0,2.0,309.0,,-37.7457,144.8912,Western Metropolitan,9264.0,0
334,3,h,S,11.2,3073.0,3.0,1.0,1.0,250.0,1960.0,-37.6974,145.0213,Northern Metropolitan,21650.0,0
335,2,h,S,8.2,3012.0,2.0,1.0,2.0,626.0,,-37.8067,144.8707,Western Metropolitan,5058.0,0
336,3,h,SA,23.2,3153.0,3.0,1.0,2.0,787.0,,-37.82737,145.2938,Eastern Metropolitan,3598.0,0
337,6,h,VB,7.8,3058.0,6.0,2.0,2.0,1060.0,,-37.7523,144.9725,Northern Metropolitan,11204.0,1
338,3,t,SP,3.4,3068.0,3.0,3.0,1.0,67.0,2010.0,-37.7946,144.9989,Northern Metropolitan,2954.0,0
339,3,t,SP,10.4,3042.0,3.0,2.0,1.0,317.0,2012.0,-37.74103,144.8851,Western Metropolitan,2291.0,1
340,4,h,S,5.7,3078.0,4.0,2.0,2.0,485.0,1920.0,-37.77044,145.02465,Northern Metropolitan,2970.0,1
341,3,h,SP,5.5,3070.0,3.0,1.0,2.0,307.0,1910.0,-37.764,144.9976,Northern Metropolitan,11364.0,1
342,2,u,S,4.6,3142.0,2.0,1.0,1.0,1087.0,,-37.8373,145.0106,Southern Metropolitan,7217.0,0
343,3,t,S,9.2,3104.0,3.0,2.0,2.0,186.0,2010.0,-37.8028,145.0828,Southern Metropolitan,7809.0,1
344,1,u,VB,5.6,3101.0,1.0,1.0,1.0,0.0,2005.0,-37.7999,145.0544,Southern Metropolitan,10331.0,0
345,2,h,S,10.5,3020.0,2.0,1.0,3.0,630.0,,-37.76701,144.84444,Western Metropolitan,4217.0,0
346,3,h,S,38.0,3199.0,3.0,1.0,2.0,713.0,1980.0,-38.16483,145.16383000000005,South-Eastern Metropolitan,17055.0,0
347,3,h,S,6.2,3039.0,3.0,2.0,2.0,784.0,2007.0,-37.75947,144.92542,Western Metropolitan,6232.0,1
348,3,h,SP,11.2,3073.0,3.0,1.0,1.0,551.0,1950.0,-37.7194,145.0015,Northern Metropolitan,21650.0,0
349,3,h,SP,9.2,3058.0,3.0,2.0,2.0,173.0,2010.0,-37.7308,144.9832,Northern Metropolitan,3445.0,0
350,6,h,PI,11.8,3127.0,6.0,3.0,3.0,2026.0,,-37.8176,145.1117,Eastern Metropolitan,2079.0,2
351,3,h,S,10.4,3042.0,3.0,1.0,2.0,577.0,,-37.73521,144.87708999999995,Western Metropolitan,2291.0,0
352,2,h,SP,9.9,3044.0,2.0,1.0,1.0,428.0,,-37.7333,144.9384,Northern Metropolitan,7485.0,0
353,1,u,PI,5.9,3055.0,1.0,1.0,1.0,0.0,,-37.7614,144.9393,Northern Metropolitan,7082.0,0
354,2,u,S,11.2,3046.0,2.0,1.0,1.0,106.0,,-37.72326,144.91681,Northern Metropolitan,2651.0,0
355,2,t,PI,9.9,3044.0,2.0,1.0,1.0,113.0,1988.0,-37.7269,144.9274,Northern Metropolitan,7485.0,0
356,3,t,S,13.8,3165.0,3.0,2.0,2.0,669.0,1960.0,-37.91289,145.08065,Southern Metropolitan,10969.0,1
357,2,t,S,11.2,3073.0,2.0,1.0,1.0,0.0,2007.0,-37.7141,145.0047,Northern Metropolitan,21650.0,0
358,2,h,S,6.5,3071.0,2.0,1.0,0.0,302.0,1915.0,-37.7549,145.0035,Northern Metropolitan,8870.0,1
359,4,h,S,2.6,3052.0,4.0,1.0,0.0,194.0,1890.0,-37.7944,144.9542,Northern Metropolitan,2309.0,1
360,2,h,S,7.0,3013.0,3.0,1.0,1.0,472.0,,-37.824,144.8805,Western Metropolitan,6543.0,0
361,2,h,S,7.5,3123.0,2.0,1.0,0.0,230.0,,-37.8226,145.055,Southern Metropolitan,6482.0,1
362,4,h,PI,9.2,3058.0,4.0,3.0,2.0,501.0,2016.0,-37.7266,144.9823,Northern Metropolitan,3445.0,0
363,4,h,S,10.5,3186.0,4.0,2.0,2.0,881.0,2015.0,-37.90217,144.99337,Southern Metropolitan,10579.0,2
364,3,h,S,7.8,3058.0,3.0,1.0,1.0,283.0,1915.0,-37.7416,144.9582,Northern Metropolitan,11204.0,0
365,2,u,S,2.3,3051.0,2.0,1.0,1.0,0.0,,-37.8004,144.9465,Northern Metropolitan,6821.0,0
366,5,h,S,12.3,3166.0,5.0,2.0,2.0,546.0,1935.0,-37.90465,145.08893999999995,Southern Metropolitan,3224.0,1
367,4,h,S,7.5,3040.0,4.0,2.0,1.0,267.0,,-37.75472,144.92723,Western Metropolitan,9264.0,1
368,3,h,S,12.4,3060.0,3.0,1.0,2.0,585.0,1960.0,-37.695,144.9676,Northern Metropolitan,5070.0,0
369,3,u,S,2.7,3141.0,3.0,2.0,3.0,0.0,,-37.8453,144.98487,Southern Metropolitan,14887.0,0
370,3,h,S,13.9,3165.0,3.0,1.0,2.0,692.0,1949.0,-37.9232,145.0563,Southern Metropolitan,10969.0,1
371,3,h,S,14.0,3047.0,3.0,1.0,1.0,708.0,1960.0,-37.68825,144.91484,Northern Metropolitan,851.0,0
372,4,h,S,11.4,3163.0,4.0,3.0,4.0,838.0,,-37.8972,145.0617,Southern Metropolitan,7822.0,1
373,3,h,S,9.2,3146.0,3.0,2.0,1.0,233.0,,-37.8515,145.0938,Southern Metropolitan,10412.0,0
374,2,u,S,4.5,3181.0,2.0,1.0,1.0,0.0,1970.0,-37.8538,145.0088,Southern Metropolitan,7717.0,0
375,4,t,VB,7.9,3103.0,4.0,3.0,2.0,232.0,,-37.80345,145.07969,Southern Metropolitan,5682.0,1
376,2,h,S,3.2,3054.0,2.0,1.0,0.0,119.0,,-37.7822,144.9748,Northern Metropolitan,3106.0,1
377,3,h,S,13.8,3107.0,3.0,1.0,2.0,664.0,,-37.7637,145.1117,Eastern Metropolitan,5420.0,0
378,3,h,S,21.5,3195.0,3.0,2.0,2.0,587.0,,-38.02105,145.11982,South-Eastern Metropolitan,2243.0,0
379,2,u,S,10.4,3163.0,2.0,1.0,1.0,1035.0,1963.0,-37.8925,145.0456,Southern Metropolitan,2403.0,0
380,3,h,SP,31.7,3429.0,3.0,2.0,2.0,350.0,2004.0,-37.58883,144.70202,Western Metropolitan,14092.0,0
381,3,h,S,13.3,3020.0,3.0,1.0,2.0,608.0,,-37.7743,144.8446,Western Metropolitan,4217.0,0
382,2,h,S,3.3,3206.0,2.0,1.0,0.0,120.0,1900.0,-37.8459,144.9555,Southern Metropolitan,3280.0,1
383,3,h,S,13.0,3046.0,3.0,1.0,2.0,657.0,1950.0,-37.7019,144.9225,Northern Metropolitan,8870.0,0
384,4,h,S,13.5,3020.0,4.0,2.0,4.0,759.0,1975.0,-37.7951,144.8213,Western Metropolitan,6763.0,0
385,3,h,S,18.4,3029.0,3.0,1.0,2.0,600.0,1975.0,-37.8835,144.68447,Western Metropolitan,13830.0,0
386,4,u,VB,3.3,3141.0,4.0,2.0,1.0,979.0,,-37.8344,144.9857,Southern Metropolitan,14887.0,1
387,3,h,S,8.4,3015.0,3.0,1.0,3.0,647.0,,-37.8481,144.8666,Western Metropolitan,5498.0,0
388,4,h,S,13.9,3108.0,4.0,3.0,2.0,654.0,1969.0,-37.7795,145.1294,Eastern Metropolitan,9028.0,1
389,4,h,S,8.8,3081.0,4.0,2.0,2.0,409.0,,-37.74033,145.03696000000005,Eastern Metropolitan,2674.0,0
390,3,h,S,6.6,3183.0,3.0,1.0,1.0,157.0,1928.0,-37.8696,144.9925,Southern Metropolitan,2952.0,0
391,3,h,S,7.0,3071.0,3.0,1.0,1.0,435.0,,-37.75915,145.01043,Northern Metropolitan,8870.0,1
392,3,u,S,13.8,3188.0,3.0,2.0,2.0,254.0,1994.0,-37.94313,145.03501,Southern Metropolitan,2356.0,0
393,4,h,PI,1.8,3053.0,4.0,2.0,1.0,635.0,,-37.7988,144.97,Northern Metropolitan,6786.0,1
394,3,t,S,10.2,3127.0,3.0,1.0,2.0,271.0,,-37.8364,145.10609,Southern Metropolitan,5457.0,0
395,4,h,PI,12.1,3083.0,4.0,2.0,2.0,520.0,2004.0,-37.68155,145.04945,Northern Metropolitan,10175.0,0
396,1,h,S,1.6,3065.0,1.0,1.0,0.0,87.0,1980.0,-37.8019,144.9821,Northern Metropolitan,5825.0,0
397,3,h,VB,16.5,3049.0,3.0,1.0,2.0,542.0,1970.0,-37.66948,144.90385,Northern Metropolitan,2474.0,0
398,3,h,S,4.5,3181.0,2.0,2.0,2.0,238.0,1890.0,-37.8476,144.9892,Southern Metropolitan,7717.0,2
399,3,t,S,11.2,3127.0,3.0,1.0,1.0,217.0,1970.0,-37.8275,145.1032,Southern Metropolitan,5457.0,0
400,2,h,S,7.5,3123.0,2.0,1.0,2.0,432.0,,-37.8249,145.0532,Southern Metropolitan,6482.0,1
401,3,h,PI,8.4,3145.0,3.0,3.0,3.0,1011.0,1925.0,-37.8652,145.05248,Southern Metropolitan,8801.0,2
402,2,u,S,5.8,3078.0,2.0,1.0,1.0,1658.0,1970.0,-37.7781,145.0157,Northern Metropolitan,2970.0,0
403,2,u,SP,4.1,3206.0,2.0,1.0,1.0,0.0,1970.0,-37.8549,144.9662,Southern Metropolitan,2019.0,0
404,3,h,S,41.0,3910.0,3.0,2.0,2.0,361.0,,-38.13673,145.21616,Eastern Victoria,8743.0,0
405,3,h,S,8.4,3072.0,3.0,2.0,2.0,585.0,,-37.74251,145.0008,Northern Metropolitan,14577.0,1
406,3,h,S,10.5,3020.0,3.0,1.0,2.0,608.0,1960.0,-37.77388,144.84368999999995,Western Metropolitan,4217.0,0
407,3,h,S,9.3,3162.0,3.0,1.0,2.0,520.0,,-37.8889,145.0151,Southern Metropolitan,5051.0,1
408,4,h,S,3.3,3206.0,4.0,2.0,1.0,330.0,1910.0,-37.8477,144.9558,Southern Metropolitan,3280.0,2
409,2,h,VB,5.2,3056.0,2.0,1.0,0.0,191.0,,-37.77012,144.96476,Northern Metropolitan,11918.0,0
410,3,h,S,6.9,3039.0,3.0,1.0,1.0,274.0,,-37.7641,144.9112,Western Metropolitan,6232.0,0
411,3,h,SP,14.0,3166.0,3.0,2.0,2.0,544.0,1970.0,-37.9055,145.1024,Southern Metropolitan,3224.0,0
412,2,h,SP,10.9,3012.0,2.0,1.0,2.0,191.0,2014.0,-37.8226,144.8392,Western Metropolitan,962.0,0
413,3,h,S,7.8,3012.0,3.0,2.0,0.0,272.0,1915.0,-37.8079,144.8825,Western Metropolitan,1808.0,1
414,3,h,S,2.6,3121.0,3.0,1.0,1.0,152.0,1910.0,-37.8219,145.0096,Northern Metropolitan,14949.0,1
415,2,u,S,7.2,3184.0,2.0,1.0,1.0,,1930.0,-37.88094,144.99471,Southern Metropolitan,8989.0,0
416,3,h,SP,11.2,3073.0,3.0,1.0,3.0,620.0,1960.0,-37.7099,144.9938,Northern Metropolitan,21650.0,0
417,3,h,S,7.8,3058.0,3.0,1.0,1.0,415.0,,-37.7509,144.9591,Northern Metropolitan,11204.0,0
418,3,h,S,5.2,3056.0,3.0,1.0,1.0,277.0,,-37.7592,144.97321000000005,Northern Metropolitan,11918.0,0
419,4,h,SP,13.8,3107.0,4.0,2.0,2.0,657.0,1978.0,-37.7624,145.1175,Eastern Metropolitan,5420.0,1
420,4,h,PI,5.1,3181.0,4.0,2.0,1.0,321.0,,-37.8559,144.9948,Southern Metropolitan,4380.0,1
421,3,h,S,4.6,3122.0,3.0,1.0,2.0,314.0,1890.0,-37.8202,145.0404,Southern Metropolitan,11308.0,1
422,3,h,SP,9.7,3041.0,3.0,1.0,2.0,697.0,,-37.7273,144.917,Western Metropolitan,3284.0,0
423,2,t,S,10.1,3163.0,2.0,2.0,1.0,117.0,2007.0,-37.88592,145.04781,Southern Metropolitan,7822.0,0
424,4,h,S,11.2,3042.0,4.0,3.0,2.0,641.0,,-37.7317,144.8751,Western Metropolitan,2291.0,0
425,5,h,VB,15.2,3191.0,5.0,3.0,2.0,640.0,1980.0,-37.95698,145.0166,Southern Metropolitan,4497.0,2
426,3,h,PI,13.6,3148.0,3.0,2.0,2.0,160.0,2000.0,-37.8859,145.0934,Southern Metropolitan,3582.0,0
427,2,u,S,11.4,3163.0,2.0,1.0,1.0,108.0,1970.0,-37.8973,145.0596,Southern Metropolitan,7822.0,0
